datazone,AreaName,12_14,13_15,14_16,15_17,16_18,17_19
S01008830,Trinity - 05,5.88,4.55,0,0,0,0
S01008831,Trinity - 06,10,11.76,0,0,0,0
S01008821,Trinity East and The Dudleys - 01,0,0,0,0,0,0
S01008822,Trinity East and The Dudleys - 02,0,0,4.35,3.85,3.7,0
S01008823,Trinity East and The Dudleys - 03,9.09,5.56,5,0,0,0
S01008824,Trinity East and The Dudleys - 04,3.12,0,0,0,0,0
S01008825,Trinity East and The Dudleys - 05,4.35,8.33,5.26,4,0,0
S01012563,Troon - 01,0,0,0,0,0,0
S01012564,Troon - 02,6.67,9.09,11.11,11.11,0,0
S01012565,Troon - 03,18.75,14.29,0,0,0,8.33
S01012566,Troon - 04,21.05,17.65,0,6.67,7.14,0
S01012567,Troon - 05,27.59,15.38,13.04,11.76,4.35,11.11
S01012568,Troon - 06,16.67,7.14,0,0,0,0
S01012569,Troon - 07,0,0,0,0,0,0
S01007588,Troqueer - 01,13.33,14.29,18.18,10,0,7.69
S01007589,Troqueer - 02,26.67,0,7.69,7.69,5.56,0
S01007590,Troqueer - 03,0,0,0,0,0,0
S01007591,Troqueer - 04,20,26.67,20,12.5,5.88,7.14
S01007592,Troqueer - 05,13.33,16,15,7.69,7.14,16.67
S01007415,Tullibody North and Glenochil - 01,20,31.03,16.67,20,19.35,36.67
S01007416,Tullibody North and Glenochil - 02,32.43,31.43,31.03,35.71,36.67,25.93
S01007417,Tullibody North and Glenochil - 03,2.86,0,7.69,6.9,11.54,4.55
S01007418,Tullibody North and Glenochil - 04,38.89,33.33,21.05,19.05,20,26.32
S01007419,Tullibody North and Glenochil - 05,33.33,30,28.95,20,23.91,25
S01007420,Tullibody North and Glenochil - 06,0,0,0,2.94,3.12,6.06
S01007409,Tullibody South - 01,25,14.29,14.29,7.69,12.5,11.11
S01007410,Tullibody South - 02,28,37.93,23.33,17.24,4,4.76
S01007411,Tullibody South - 03,34.09,33.33,29.79,25,20.83,26.32
S01007412,Tullibody South - 04,40,33.33,40,27.27,25,28.57
S01007413,Tullibody South - 05,22.22,21.21,15.38,7.69,5,20
S01007414,Tullibody South - 06,0,0,0,6.67,6.25,4.55
S01007017,Turriff - 01,25,25,35.29,26.92,28,20
S01007018,Turriff - 02,6.25,7.69,6.25,5.56,5.88,17.65
S01007019,Turriff - 03,26.67,16.67,0,0,0,0
S01007020,Turriff - 04,21.05,21.43,18.18,14.29,20,15
S01007021,Turriff - 05,0,0,6.06,10.34,14.29,10.53
S01007022,Turriff - 06,22.22,25,0,7.69,8.33,10
S01008145,Twechar and Harestanes East - 01,37.93,34.78,21.43,19.35,22.22,19.44
S01008146,Twechar and Harestanes East - 02,0,7.69,15.38,12.5,7.69,0
S01008147,Twechar and Harestanes East - 03,26.09,27.27,18.18,15.79,10,12
S01008148,Twechar and Harestanes East - 04,28.57,14.29,6.67,14.29,20,15
S01012295,Tweedbank - East,13.79,4.17,0,0,0,0
S01012294,Tweedbank - North,17.39,15.79,22.22,21.05,13.33,0
S01012293,Tweedbank - West,20,12.5,25,25,0,0
S01012262,Tweeddale East Landward,3.85,5.71,6.82,4.44,6.82,12.12
S01012807,Uddingston and Gardenside - 01,0,0,5,5.26,6.25,0
S01012808,Uddingston and Gardenside - 02,0,0,0,0,2.44,2.35
S01012809,Uddingston and Gardenside - 03,17.39,16.67,19.05,13.64,8,4.17
S01012810,Uddingston and Gardenside - 04,35.71,38.71,40.74,38.1,38.89,33.33
S01012811,Uddingston and Gardenside - 05,5.88,0,0,0,6.06,5.56
S01012812,Uddingston and Gardenside - 06,25,25,28.57,12.5,5.56,4.76
S01012813,Uddingston and Gardenside - 07,7.41,7.41,7.69,3.85,3.7,0
S01013464,"Uphall, Dechmont and Ecclesmachan - 01",8.33,0,7.69,6.67,7.69,10
S01013465,"Uphall, Dechmont and Ecclesmachan - 02",46.15,29.41,17.65,0,5.88,5.26
S01013466,"Uphall, Dechmont and Ecclesmachan - 03",0,11.11,14.29,22.22,16.67,20
S01013467,"Uphall, Dechmont and Ecclesmachan - 04",0,5.56,4,4.17,0,4.17
S01013468,"Uphall, Dechmont and Ecclesmachan - 05",47.06,31.82,11.11,11.54,12,8.7
S01013469,"Uphall, Dechmont and Ecclesmachan - 06",6.25,6.67,0,0,20,18.75
S01013470,"Uphall, Dechmont and Ecclesmachan - 07",43.24,48.15,44,31.82,24.14,13.79
S01013471,"Uphall, Dechmont and Ecclesmachan - 08",30.56,20.83,25,18.52,18.52,19.35
S01007552,Upper Nithsdale - 01,55.56,58.97,44.44,38.71,20,24.24
S01007553,Upper Nithsdale - 02,52.63,55,43.48,45.83,39.13,34.62
S01007554,Upper Nithsdale - 03,42.86,42.86,43.48,39.13,31.82,18.75
S01007555,Upper Nithsdale - 04,0,0,20,14.29,20,9.09
S01007556,Upper Nithsdale - 05,25,14.29,14.29,0,8.33,8.33
S01007557,Upper Nithsdale - 06,13.79,20,20.59,25.71,25,27.59
S01007558,Upper Nithsdale - 07,0,0,0,0,0,0
S01012830,Vicarland and Cairns - 01,6.67,10.53,18.18,17.39,14.29,4.76
S01012831,Vicarland and Cairns - 02,16.67,17.65,15.38,0,0,0
S01012832,Vicarland and Cairns - 03,5.88,10.53,21.05,26.32,21.05,12.5
S01012833,Vicarland and Cairns - 04,26.67,19.23,21.74,19.35,12.9,12.5
S01012834,Vicarland and Cairns - 05,0,0,4.76,4.76,16,17.86
S01012835,Vicarland and Cairns - 06,3.85,11.11,18.52,20.69,10.71,10.71
S01010420,Victoria Park - 01,5.88,0,0,0,0,0
S01010421,Victoria Park - 02,4.76,0,0,0,0,0
S01010422,Victoria Park - 03,7.32,3.03,0,0,2.7,4.35
S01009565,Viewfield North and Rimbleton South,50,60,52.17,28,9.52,10.53
S01011892,"Viewlands, Craigie and Wellshill - 01",13.16,8.82,4.76,7.69,7.89,8.33
S01011893,"Viewlands, Craigie and Wellshill - 02",3.12,3.7,11.43,12.82,15.91,16.28
S01011894,"Viewlands, Craigie and Wellshill - 03",15.38,20,23.53,31.25,30,20
S01011895,"Viewlands, Craigie and Wellshill - 04",7.14,6.67,0,5.26,7.14,7.69
S01011896,"Viewlands, Craigie and Wellshill - 05",12.5,8.82,8.33,6.67,8,6.45
S01011897,"Viewlands, Craigie and Wellshill - 06",13.33,4.17,5.88,5.56,5.26,0
S01011898,"Viewlands, Craigie and Wellshill - 07",12.5,8.33,0,0,8.33,8.33
S01011539,Viewpark - 01,45.45,35.29,23.53,23.81,34.48,34.48
S01011540,Viewpark - 02,17.39,13.64,23.81,9.09,11.11,10
S01011541,Viewpark - 03,34.29,39.47,37.5,41.86,35.9,37.5
S01011542,Viewpark - 04,31.03,20.69,26.09,17.39,26.09,33.33
S01011543,Viewpark - 05,32.35,46.15,50,53.85,48.39,53.57
S01011544,Viewpark - 06,25,27.27,20,13.33,12.5,17.65
S01011545,Viewpark - 07,38.46,33.33,11.76,17.65,17.65,31.25
S01011766,Village and Castlecary - 01,0,8.33,7.14,9.09,27.27,30.77
S01011767,Village and Castlecary - 02,20.83,24,22.22,15.15,10.71,4.35
S01011768,Village and Castlecary - 03,11.54,20.69,35.29,31.43,20,17.07
S01011769,Village and Castlecary - 04,0,7.14,7.69,23.08,18.18,15.38
S01011770,Village and Castlecary - 05,20,20,17.39,15,7.14,7.69
S01012263,Walkerburn,21.43,18.75,21.43,23.53,21.43,21.43
S01009584,Warout,6.25,8.33,7.69,7.69,7.69,15.38
S01009292,Wellwood,37.5,29.41,33.33,28.57,13.33,15.79
S01009544,Wemyss Villages,4,4,9.52,10,5.26,4.17
S01010832,"West Braeside, East Inverkip and West Gourock - 01",0,0,0,7.69,6.25,7.69
S01010833,"West Braeside, East Inverkip and West Gourock - 02",4.35,5,0,0,0,0
S01010834,"West Braeside, East Inverkip and West Gourock - 03",11.11,9.09,0,0,0,0
S01010835,"West Braeside, East Inverkip and West Gourock - 04",0,0,0,0,0,0
S01013256,West Calder and Polbeth - 01,42.11,36.84,25,21.05,26.32,29.41
S01013257,West Calder and Polbeth - 02,4.35,13.04,8.7,9.52,0,0
S01013258,West Calder and Polbeth - 03,18.75,14.29,7.14,10.53,14.29,17.65
S01013259,West Calder and Polbeth - 04,14.29,13.79,11.43,9.38,3.12,3.45
S01013260,West Calder and Polbeth - 05,31.71,27.91,28.26,29.73,28.57,20.83
S01013261,West Calder and Polbeth - 06,18.92,35.48,29.17,45.16,36.67,34.38
S01013262,West Calder and Polbeth - 07,42.11,53.85,46.67,36.36,36.36,12.5
S01008033,West Clober and Mains Estate - 01,0,0,4.17,9.52,10.53,4.55
S01008034,West Clober and Mains Estate - 02,4.17,0,0,0,0,0
S01008035,West Clober and Mains Estate - 03,14.29,0,0,0,0,0
S01008036,West Clober and Mains Estate - 04,13.33,6.25,7.14,9.09,9.09,0
S01006571,West End North - 01,0,0,0,0,4,4
S01006572,West End North - 02,0,0,0,0,0,0
S01006573,West End North - 03,0,0,0,0,0,0
S01006574,West End North - 04,0,0,0,0,0,0
S01006575,West End South - 01,2.86,2.56,5.88,5.56,6.67,8
S01006576,West End South - 02,5.71,2.78,0,6.9,8,9.52
S01006577,West End South - 03,6.67,2.86,5.71,6.9,3.57,4.17
S01006578,West End South - 04,2.13,2.17,2.13,3.85,4.88,2.7
S01006579,West End South - 05,8.57,8.11,7.5,5.41,3.45,3.45
S01006580,West End South - 06,0,0,0,0,0,0
S01006581,West End South - 07,3.85,5.56,0,0,0,0
S01007749,West Ferry - 01,5,5.88,12.5,13.64,11.54,8
S01007750,West Ferry - 02,0,0,0,0,0,0
S01007751,West Ferry - 03,4.76,0,5.56,7.14,10,0
S01007752,West Ferry - 04,11.11,14.29,0,0,0,0
S01011311,West Kilbride and Seamill - 01,5.56,3.7,0,0,0,0
S01011312,West Kilbride and Seamill - 02,16.67,15.38,10,0,0,0
S01011313,West Kilbride and Seamill - 03,20,11.11,12.5,8.33,0,0
S01011314,West Kilbride and Seamill - 04,19.05,16,21.05,14.29,9.52,8
S01011315,West Kilbride and Seamill - 05,50,28.57,27.27,15.38,23.08,30.77
S01011316,West Kilbride and Seamill - 06,37.5,33.33,36,34.62,21.43,7.69
S01011818,West Kirkwall - 01,14.29,10.34,13.79,15,13.89,11.43
S01011819,West Kirkwall - 02,16.67,26.09,26.67,21.05,10.53,9.09
S01011820,West Kirkwall - 03,0,8.33,12.5,20,21.74,16.67
S01011821,West Kirkwall - 04,28.57,22.22,38.46,33.33,33.33,9.09
S01011822,West Kirkwall - 05,15,26.67,26.67,30.77,30,25
S01012245,West Linton - Lower,0,5,5.88,5.88,6.67,9.09
S01012246,West Linton - Upper,0,0,0,0,4.35,5.56
S01011808,West Mainland - 01,14.29,5,6.25,10.53,5.56,5.56
S01011809,West Mainland - 02,0,0,0,10,6.25,5.56
S01011810,West Mainland - 03,21.74,8.7,12.9,3.23,0,0
S01011811,West Mainland - 04,4,0,15.79,17.65,12.5,4.55
S01011812,West Mainland - 05,11.11,17.65,21.43,22.22,11.11,7.14
S01012934,West Mains - 01,5.56,13.04,16,20.83,19.05,15.79
S01012935,West Mains - 02,12.5,11.54,11.54,10.53,9.52,5.56
S01012936,West Mains - 03,12.5,15,22.73,18.52,15.38,13.64
S01012937,West Mains - 04,7.69,20,30.77,27.78,21.05,11.11
S01008904,West Pilton - 01,20,28.85,23.26,24.39,25,23.08
S01008905,West Pilton - 02,23.53,21.74,26.92,32.08,36.07,34.55
S01008906,West Pilton - 03,21.43,25.64,26.83,30.95,30.95,27.78
S01008907,West Pilton - 04,47.62,47.17,36.54,36.36,23.91,27.08
S01008908,West Pilton - 05,24.53,23.08,16.67,15.15,14.67,14.49
S01007774,West Pitkerro - 01,7.69,6.12,9.3,6.25,5.41,0
S01007775,West Pitkerro - 02,0,0,9.52,11.11,20,10
S01007776,West Pitkerro - 03,4.35,4.76,6.67,7.69,6.67,0
S01007777,West Pitkerro - 04,7.69,9.26,5.77,4.17,2.63,4.17
S01007778,West Pitkerro - 05,11.11,5,10.53,10.53,15.38,7.14
S01007779,West Pitkerro - 06,6.25,0,6.67,16.67,15,12.5
S01007780,West Pitkerro - 07,5,7.41,6.9,11.11,19.05,23.53
S01007781,West Pitkerro - 08,17.14,11.43,10.71,9.68,13.64,21.74
S01012821,Westburn and Newton - 01,6.85,3.28,5,2.86,0,0
S01012822,Westburn and Newton - 02,35.48,31.82,19.05,5.56,20.83,26.09
S01012823,Westburn and Newton - 03,10.71,10.71,20,12.9,15.38,3.85
S01012824,Westburn and Newton - 04,12,3.33,11.11,12.5,23.81,20
S01012825,Westburn and Newton - 05,31.25,30,15.38,20,26.67,30.77
S01012826,Westburn and Newton - 06,20.69,22.22,29.17,15.38,18.52,7.69
S01012827,Westburn and Newton - 07,5.88,2.38,0,0,0,0
S01012828,Westburn and Newton - 08,0,0,0,2.86,2.9,3.39
S01012829,Westburn and Newton - 09,31.58,38.89,38.46,29.41,18.18,18.52
S01007682,Westend - 01,10,5,4.35,3.85,4.76,9.09
S01007683,Westend - 02,4.55,8.7,9.09,4.76,4.76,4.55
S01007684,Westend - 03,0,0,0,0,0,0
S01007685,Westend - 04,8.33,7.14,7.14,0,0,0
S01007686,Westend - 05,7.69,12.5,18.18,6.67,12.5,9.09
S01007687,Westend - 06,0,0,4.55,9.09,15,8.7
S01007688,Westend - 07,18.75,12,12,18.18,21.74,18.18
S01007865,Western Edge - 01,2.63,2.94,6.45,7.14,7.32,2.78
S01011904,Western Edge - 01,0,0,0,0,0,0
S01007866,Western Edge - 02,13.04,14.29,13.04,0,0,0
S01011905,Western Edge - 02,10,0,6.67,7.14,7.14,9.09
S01007867,Western Edge - 03,0,3.23,3.23,3.45,0,0
S01011906,Western Edge - 03,33.33,0,0,0,0,0
S01007868,Western Edge - 04,6.67,5.88,15.79,23.81,29.41,23.08
S01011907,Western Edge - 04,0,0,0,7.14,11.11,13.64
S01007869,Western Edge - 05,0,0,0,5.41,5.56,9.09
S01011908,Western Edge - 05,15.38,18.18,18.18,9.09,16.67,0
S01011909,Western Edge - 06,3.64,5.66,4.26,8.7,8.57,9.52
S01008768,Western Harbour and Leith Docks - 01,0,6.25,7.69,6.52,8.33,12.33
S01008769,Western Harbour and Leith Docks - 02,0,2.33,4.35,12.2,11.63,20.59
S01008770,Western Harbour and Leith Docks - 03,9.3,6.38,5.13,6.38,5,4.17
S01008771,Western Harbour and Leith Docks - 04,8.33,5.41,4.44,6.98,9.52,4.35
S01008071,Westerton East - 01,6.25,0,0,0,0,0
S01008072,Westerton East - 02,15.79,11.11,0,0,0,0
S01008073,Westerton East - 03,16.67,18.18,9.09,0,0,0
S01008074,Westerton East - 04,5.88,4.55,4.35,0,0,0
S01008075,Westerton East - 05,0,0,0,0,0,0
S01008068,Westerton West - 01,8.33,9.09,5.88,0,2.38,2.78
S01008069,Westerton West - 02,18.75,13.33,7.41,0,0,0
S01008070,Westerton West - 03,11.76,9.52,4,3.23,2.86,8.57
S01011719,Westfield - 01,0,13.33,13.33,12.5,6.25,6.25
S01011720,Westfield - 02,9.09,10,13.33,9.09,25,28.57
S01011721,Westfield - 03,0,4,5,15,13.33,12.5
S01011722,Westfield - 04,25,22.73,15,11.11,0,0
S01011723,Westfield - 05,4.17,7.69,6.45,8.82,3.45,12
S01011724,Westfield - 06,8.33,8.82,9.68,0,3.45,13.04
S01011725,Westfield - 07,9.09,8.33,9.09,12,8.33,10.53
S01011726,Westfield - 08,12.5,11.76,0,0,0,0
S01011727,Westfield - 09,10.26,9.38,5.88,2.78,2.94,0
S01006935,Westhill Central - 01,0,0,0,5.56,5.88,6.25
S01006936,Westhill Central - 02,5.88,5,6.67,7.14,0,0
S01006937,Westhill Central - 03,12.5,8.7,4,0,5,5.88
S01006938,Westhill Central - 04,0,0,0,0,9.09,7.14
S01006939,Westhill Central - 05,4.76,0,0,0,0,0
S01006940,Westhill Central - 06,0,0,0,0,0,5.88
S01006929,Westhill North and South - 01,0,0,4.17,4.35,4.35,0
S01006930,Westhill North and South - 02,0,0,0,0,0,0
S01006931,Westhill North and South - 03,0,16.67,20,42.86,20,16.67
S01006932,Westhill North and South - 04,2.56,3.7,3.51,4.35,2.7,8.33
S01006933,Westhill North and South - 05,0,0,0,8,4.55,0
S01006934,Westhill North and South - 06,30.77,13.33,0,0,1.92,1.79
S01012303,Westruther and Polwarth Area,3.33,3.45,10.71,13.04,15.79,5
S01012986,Westwood East - 01,21.43,10,6.06,3.23,3.7,10.71
S01012987,Westwood East - 02,16.67,18.18,11.76,11.76,11.76,27.78
S01012988,Westwood East - 03,12.5,12,24.14,28.57,33.33,16.67
S01012989,Westwood East - 04,12.9,18.18,21.88,23.81,19.05,26.09
S01012980,Westwood South - 01,28.57,24,23.08,23.08,23.81,29.17
S01012981,Westwood South - 02,25,30,42.86,28,26.92,12.5
S01012982,Westwood South - 03,9.38,9.68,21.21,17.86,21.74,4.35
S01012983,Westwood South - 04,27.27,23.08,11.76,10.53,6.67,10
S01012984,Westwood South - 05,15.15,12.9,12.5,9.52,10.71,7.14
S01012985,Westwood South - 06,20,15,15.79,0,0,9.09
S01009592,Whinnyknowe and Leslie Mains,12.5,0,0,0,0,0
S01007324,Whisky Isles - 01,20,50,0,0,0,0
S01007325,Whisky Isles - 02,10,8.33,5.88,0,0,9.09
S01007326,Whisky Isles - 03,0,0,0,0,0,4.17
S01007327,Whisky Isles - 04,20,12.5,9.52,11.76,23.08,23.08
S01007328,Whisky Isles - 05,0,6.67,4.55,10,11.76,16.67
S01013372,Whitburn Central - 01,40,43.9,40.91,39.13,29.41,22.73
S01013373,Whitburn Central - 02,32.14,28.95,26.47,31.43,20,24.14
S01013374,Whitburn Central - 03,51.52,47.37,37.84,40,37.5,41.18
S01013375,Whitburn Central - 04,38.46,46.67,45,37.04,33.33,22.22
S01013376,Whitburn Central - 05,26.67,30.77,25,15.38,5.56,11.76
S01013377,Whitburn Central - 06,30.43,44,50,39.13,34.78,29.17
S01013378,"Whitburn, Croftmalloch and Greenrigg - 01",32.26,31.03,30,29.03,41.38,39.13
S01013379,"Whitburn, Croftmalloch and Greenrigg - 02",33.33,34.38,27.59,17.39,7.14,7.14
S01013380,"Whitburn, Croftmalloch and Greenrigg - 03",0,9.52,9.62,8.64,6.25,4.27
S01013381,"Whitburn, Croftmalloch and Greenrigg - 04",14.29,22.22,30,40,29.41,35.71
S01013382,"Whitburn, Croftmalloch and Greenrigg - 05",13.33,14.29,7.69,7.69,0,0
S01008343,Whitecraigs and Broom - 01,10,0,0,0,0,0
S01008344,Whitecraigs and Broom - 02,11.76,11.76,13.33,6.67,4.55,0
S01008345,Whitecraigs and Broom - 03,0,0,0,0,0,0
S01008346,Whitecraigs and Broom - 04,0,0,0,0,0,0
S01012793,Whitehill - 01,31.25,26.67,31.25,42.86,33.33,33.33
S01012794,Whitehill - 02,0,0,0,0,0,0
S01012795,Whitehill - 03,37.5,42.31,34.62,17.86,21.21,25
S01012796,Whitehill - 04,6.9,21.21,23.81,21.95,11.43,10.34
S01012797,Whitehill - 05,25.71,26.47,23.33,22.58,20.69,20
S01012970,Whitehills West - 01,12.5,4.55,4.55,3.85,5.26,10
S01012971,Whitehills West - 02,17.5,24.24,24.14,26.09,17.39,19.05
S01012972,Whitehills West - 03,31.82,14.29,20.69,16.67,24.14,16.67
S01012973,Whitehills West - 04,25.93,16,17.24,9.38,10,9.09
S01012974,Whitehills West - 05,38.46,39.29,41.18,22.5,20.83,19.51
S01010423,Whiteinch - 01,37.04,39.29,34.29,38.46,32.5,31.43
S01010424,Whiteinch - 02,23.33,14.71,12.9,10.71,17.24,12.12
S01010425,Whiteinch - 03,20,16.22,21.88,19.44,23.08,12.5
S01010426,Whiteinch - 04,23.53,19.35,16.67,14.29,4.35,0
S01007782,Whitfield - 01,23.33,25.71,31.25,33.33,38.1,47.62
S01007783,Whitfield - 02,41.18,35.29,36.36,37.5,31.58,21.74
S01007784,Whitfield - 03,24.24,24.14,19.35,25,20.83,22.22
S01007785,Whitfield - 04,37.04,42.86,43.33,55.17,43.33,34.38
S01007786,Whitfield - 05,13.33,6.67,25,17.39,21.74,16
S01007787,Whitfield - 06,34.62,32,32.14,30.43,38.1,38.1
S01007788,Whitfield - 07,28.57,31.82,20.83,22.73,23.81,25
S01007789,Whitfield - 08,33.33,28.57,23.53,50,40,37.5
S01007790,Whitfield - 09,34.21,26.67,30.77,46.34,40.48,43.48
S01012836,Whitlawburn and Greenlees - 01,6.45,0,0,0,7.41,9.09
S01012837,Whitlawburn and Greenlees - 02,35.29,46.15,45.95,43.24,25,25
S01012838,Whitlawburn and Greenlees - 03,45.28,41.67,37.1,33.9,23.73,22.45
S01012839,Whitlawburn and Greenlees - 04,12,10,8.33,15,15.38,23.08
S01012840,Whitlawburn and Greenlees - 05,8.51,6.98,2.38,0,0,0
S01012841,Whitlawburn and Greenlees - 06,0,0,9.09,11.76,21.43,13.33
S01012842,Whitlawburn and Greenlees - 07,0,0,0,0,0,0
S01012322,Whitsome Allanton and Hutton Area,4.55,7.41,12.5,8,3.57,0
S01010782,Wick North - 01,39.13,22.22,31.25,33.33,25,18.18
S01010783,Wick North - 02,30.77,36,33.33,27.78,35,35
S01010784,Wick North - 03,45.71,50,38.78,44.44,39.39,40.74
S01010785,Wick North - 04,19.23,17.65,8.33,0,0,0
S01010786,Wick North - 05,4.55,5,0,0,0,0
S01010776,Wick South - 01,17.39,19.05,30.43,35,29.41,23.08
S01010777,Wick South - 02,50,42.11,47.83,42.31,52.94,41.67
S01010778,Wick South - 03,44.83,48.39,44,45.45,41.18,40
S01010779,Wick South - 04,48.39,46.88,30.3,26.92,27.27,45
S01010780,Wick South - 05,42.86,40,50,37.5,40,45.45
S01010781,Wick South - 06,9.09,16.67,22.22,25,16.67,26.67
S01008379,Williamwood - 01,28.57,14.29,0,0,6.67,6.25
S01008380,Williamwood - 02,4.35,4.17,3.85,3.45,3.85,4.55
S01008381,Williamwood - 03,0,0,0,0,4.76,11.76
S01008382,Williamwood - 04,4.76,3.12,2.78,0,0,0
S01008383,Williamwood - 05,0,0,0,0,0,0
S01008694,Willowbrae and Duddingston Village - 01,2.13,2.27,5,6.06,3.33,0
S01008695,Willowbrae and Duddingston Village - 02,7.32,11.9,14.71,16,8.7,0
S01008696,Willowbrae and Duddingston Village - 03,5.26,0,0,0,0,0
S01008697,Willowbrae and Duddingston Village - 04,3.23,6.67,9.68,11.11,13.79,16.13
S01008698,Willowbrae and Duddingston Village - 05,0,7.69,8.33,8.33,0,0
S01008699,Willowbrae and Duddingston Village - 06,7.14,12.5,17.86,8.82,3.33,5.26
S01008700,Willowbrae and Duddingston Village - 07,0,0,0,9.09,7.69,7.69
S01013453,"Winchburgh, Bridgend and Philpstoun - 01",46.43,42.86,34.38,32.14,33.33,33.33
S01013454,"Winchburgh, Bridgend and Philpstoun - 02",5.88,0,5.26,5,5.88,7.69
S01013455,"Winchburgh, Bridgend and Philpstoun - 03",5.88,8.33,4.55,6.45,6.45,5.48
S01013456,"Winchburgh, Bridgend and Philpstoun - 04",13.33,7.14,11.11,11.76,11.11,12.5
S01013457,"Winchburgh, Bridgend and Philpstoun - 05",24,13.04,6.9,3.45,7.14,14.81
S01013458,"Winchburgh, Bridgend and Philpstoun - 06",32,18.75,15.91,7.81,7.41,3.7
S01009616,Windygates East,16.67,21.74,24,33.33,29.17,18.18
S01009617,Windygates Kennoway and Leven Roads,14.29,11.11,5.26,0,7.14,6.67
S01009615,Windygates West,14.29,14.29,0,0,0,20
S01011413,Wishaw East - 01,11.76,0,0,5.88,6.25,11.11
S01011414,Wishaw East - 02,9.52,32,24.14,21.88,15.38,13.64
S01011415,Wishaw East - 03,4,7.41,8,14.29,12.5,23.53
S01011416,Wishaw East - 04,5,0,0,0,14.29,12.5
S01011400,Wishaw North - 01,15.38,12.5,14.29,6.25,0,6.25
S01011401,Wishaw North - 02,15,13.64,10,5.26,0,9.09
S01011402,Wishaw North - 03,10.53,0,20,33.33,25,25
S01011403,Wishaw North - 04,15,22.22,21.05,27.78,38.89,41.67
S01011404,Wishaw North - 05,28,31.82,23.08,32.14,38.46,44.44
S01011405,Wishaw North - 06,29.17,29.17,31.58,33.33,26.67,11.11
S01011406,Wishaw North - 07,15.38,17.65,13.33,4.76,8,13.33
S01011407,Wishaw North - 08,7.69,0,3.57,3.12,11.54,7.14
S01011393,Wishaw South - 01,11.11,21.05,20,28.57,17.65,20
S01011394,Wishaw South - 02,0,0,0,0,0,0
S01011395,Wishaw South - 03,35,25,19.05,17.65,14.29,9.09
S01011396,Wishaw South - 04,20,19.05,21.05,10,18.75,31.58
S01011397,Wishaw South - 05,12,7.14,26.92,23.33,35.71,26.32
S01011398,Wishaw South - 06,19.23,27.27,27.27,38.89,28.57,25
S01011399,Wishaw South - 07,20,25.93,36.36,33.33,31.25,35
S01012729,Woodhead and Meikle Earnock - 01,15,10,3.45,0,6.67,9.09
S01012730,Woodhead and Meikle Earnock - 02,23.33,14.29,12,8.33,12.5,20.83
S01012731,Woodhead and Meikle Earnock - 03,29.03,14.81,11.54,8,15.62,18.75
S01012732,Woodhead and Meikle Earnock - 04,12.9,14.81,16,5.56,12.5,8
S01008108,Woodhill East - 01,8.7,9.09,4.55,0,2.7,4.88
S01008109,Woodhill East - 02,6.67,0,0,0,0,0
S01008110,Woodhill East - 03,6.9,7.41,4.55,8.7,4.17,3.7
S01008111,Woodhill West - 01,20,11.76,7.14,0,0,0
S01008112,Woodhill West - 02,21.43,7.14,6.67,0,0,0
S01008113,Woodhill West - 03,0,7.69,7.14,4.17,3.7,3.57
S01008114,Woodhill West - 04,0,0,5.88,4.76,4.76,0
S01008115,Woodhill West - 05,4.55,4.35,0,0,4.35,3.85
S01010289,Woodlands - 01,0,2.56,4.26,4.76,2.7,0
S01010290,Woodlands - 02,0,0,0,0,0,0
S01010291,Woodlands - 03,4.17,0,0,9.09,14.29,11.76
S01010292,Woodlands - 04,8.33,9.68,9.52,6.25,0,0
S01010293,Woodlands - 05,4.55,4.55,3.7,0,0,0
S01010294,Woodlands - 06,11.11,7.69,10,14.29,6.25,6.25
S01010295,Woodlands - 07,3.45,3.12,4,0,4.35,5.26
S01010296,Woodlands - 08,5,5.26,6.06,6.25,3.12,3.85
S01009334,Woodmill North,42.11,54.55,40,42.31,22.73,25
S01009333,Woodmill South,16.67,13.16,20.59,25.81,30.77,28
S01009335,Woodmill West,21.05,22.22,25,20.69,18.18,13.79
S01006681,Woodside - 01,14.81,18.75,10.71,14.81,17.39,19.23
S01010297,Woodside - 01,10,19.44,15.79,16.22,10.71,8.33
S01006682,Woodside - 02,33.33,27.78,28.3,23.4,28.85,29.41
S01010298,Woodside - 02,0,0,9.68,20,24,15.79
S01006683,Woodside - 03,21.43,19.64,20.31,22.81,31.25,41.51
S01010299,Woodside - 03,12.5,6.25,0,7.69,7.14,13.33
S01006684,Woodside - 04,29.09,30,33.33,25.81,19.23,13.79
S01010300,Woodside - 04,5,7.41,13.64,16.67,18.75,5.56
S01006685,Woodside - 05,24,22.58,26.67,27.27,24,16
S01009588,Woodside North,34.78,31.58,25,20,17.65,25
S01009589,Woodside South,18.92,8.82,6.9,3.7,8.57,10.53
S01009587,Woodside West,29.41,33.33,17.65,23.53,23.81,17.65
